motif_id,name_en,name_en_google,name_ru,description_en,description_en_google,description_ru,has_berezkin_english,pc_class,pc_subtype,pc_confidence,pc_reason,pc_engine
f36,Sons kill paramour,Kids vs lover,Дети против любовника,The (adoptive) children or grandchildren and not person's spouse or brother kill the paramour of their (step)mother or father,The (adoptive) children of a woman or man kill their lover or mistress (or an inhuman spouse or spouse) of their father or (adoptive) mother,(Приемные) дети женщины или мужчины убивают любовника или любовницу (либо имеющих нечеловеческую природу супруга или супругу) своих отца или (приемной) матери,True,,,,,
f37,Gourd vessel put on the surface of water,Calebas on the water,Калебаса на воде,Person knocks the gourd vessel that floats above the water to call water monster or serpent. Usually a woman calls this way her monstrous paramour,"To summon a lover, a character knocks on a calabash laid on water","Чтобы вызвать любовника, персонаж постукивает по калебасе, положенной на воду",True,,,,,
f38,Women and sacred knowledge,Women and secret knowledge,Женщины и тайное знание,"Women were possessors of the sacred knowledge, sanctuaries or ritual objects which are now taboo for them or they made attempts to acquire such a knowledge or objects","Women were the owners of secret knowledge, shrines or ritual objects that are now forbidden to them; attempted to gain this knowledge or these objects","Женщины являлись обладательницами тайного знания, святилищ или ритуальных предметов, которые сейчас запретны для них; делали попытки обрести это знание или эти предметы",True,,,,,
f39,The time of women,Time women,Время женщин,"The women dominated over the men in the past or in a far away land, were the active part in marriage relations, practiced activities which now are reserved of the men only","In the past or in a distant country, women dominated men, were active in marriage, engaged in male activities. Men engaged in women's activities. Later the situation changed","В прошлом или в далекой стране женщины господствовали над мужчинами, являлись активной стороной в брачных отношениях, занимались мужскими видами деятельности. Мужчины занимались женскими видами деятельности. Позже положение изменилось",True,,,,,
f4,Child born in jug,Child in the vessel,Дитя в сосуде,"In the beginning of times, a particular person or children in general was or were conceived and grown up in pots, heaps of mud, etc. and not in a womb","At the beginning of time, a hero or people in general conceived children not during sexual contact, but in vessels, heaps of earth, clods of clay, etc.","В начале времен герой или люди вообще зачинали детей не при половом контакте, а в сосудах, кучах земли, комьях глины и пр.",True,,,,,
f40a,Husband of the first women,Common husband of the first women,Общий муж первых женщин,An anthropomorphic male or an androgyne is the only possessor or leader of women,"Male character, androgyne, monstrous penis single-handedly owns all women, controls them or leads away first women","Мужской персонаж, андрогин, чудовищный пенис единолично владеет всеми женщинами, руководит ими или уводит первых женщин",True,,,,,
f40b,A man in a village of women,A man in the village of women,Мужчина в селении женщин,A man gets into the village of women. Usually he has to satisfy every woman against his will or every woman claims him for herself,"A man enters the village of women. Usually he is forced to satisfy there a woman other than his own will, or each requires her to come together",Мужчина попадает в селение женщин. Обычно он вынужден удовлетворять там женщину помимо своей воли или каждая требует с ней сойтись,True,,,,,
f40c,Patriarch kills the boys,Patriarch kills boys,Патриарх убивает мальчиков,A powerful man kills every baby boy born by his wives or by his sister,A domineering man consistently kills boys who give birth to his wives or his sister,"Властный мужчина последовательно убивает мальчиков, которых рожают его жены или его сестра",True,,,,,
f41,The men kill the women,Husbands kill wives,Мужья убивают жен,The men of primeval community kill the women because of their unsocial behavior,Primordial men kill women who behave contrary to social norms,"Мужчины-первопредки убивают женщин, ведущих себя вопреки социальным нормам",True,,,,,
f42,The men abandon the women,The men go away,Мужчины уходят,The men feel themselves offended by the women and abandon them,"Feeling offended, men leave their wives or sisters.","Чувствуя себя обиженными, мужчины покидают жен или сестер",True,,,,,
f42a,Men turn into birds,Men turn into birds,Мужчины превращаются в птиц,"Young men and boys turn into birds or bats, fly away","Young men or boys turn into birds (or bats), fly away","Молодые мужчины или мальчики превращаются в птиц (или в летучих мышей), улетают",True,,,,,
f43,First women disappear,The disappearance of the first women,Исчезновение первых женщин,The women of the ancestral community kill or abandon the men,Women of the Ancestral Community Kill or Leave Men,Женщины общины первопредков убивают или покидают мужчин,True,,,,,
f43a,The women kill the men,Women kill men,Женщины убивают мужчин,"The women of the ancestral community kill, try to kill or transform the men","In the community of pioneers women kill, try to kill, or transform men.","В общине первопредков женщины убивают, пытаются убить, или преображают мужчин",True,,,,,
f43b,Women disappear under the ground,Women hiding under the ground,Женщины скрываются под землей,"When women of the ancestral community abandon the men, they disappear in the opening that leads underground","Leaving men, women of the ancestral community hide in a hole under the ground.","Покидая мужчин, женщины общины первопредков скрываются в отверстии под землей",True,,,,,
f43c,Bat-husbands,Husbands of women - animals,Мужья женщин – животные,"Marriage partners of the primeval women, the amazons or a solitary woman are small animals (usually flying foxes)","Husbands of the first women, Amazons or single women are small animals - usually flying foxes.","Мужьями первых женщин, амазонок или одинокой женщины являются небольшие животные - обычно летучие лисицы",True,,,,,
f44,Women and men separate,Quarrel men and women,Ссора мужчин и женщин,The women and the men of the primeval community quarrel and abandon each other,"In the community of pioneers, women and men quarrel, leave, kill, maim, etc.","В общине первопредков женщины и мужчины ссорятся, покидают, убивают, калечат друг от друга и т.п.",True,,,,,
f45,The amazons,Amazon,Амазонки,There are (or were) women who live apart from men in their own village or villages,There are or there were villages where only women lived or live,"Есть или были селения, где жили или живут одни женщины",True,,,,,
f45a,Conception from wind,Conception from the wind,Зачатие от ветра,A woman or a female animal is impregnated exposing her genitals to the wind,"A woman or a female animal conceives, exposing the genitals to the wind","Женщина или самка животного зачинает, подставляя гениталии ветру",True,,,,,
f46,One for all,One for all,Одна на всех,In the beginning of time two or more men (animal people) have only one woman,"At the beginning of time, two or many men (people-animals) have only one woman.",В начале времен у двух или многих мужчин (людей-животных) есть лишь одна женщина,True,,,,,
f46a,Woman in a tree,Woman on tree,Женщина на дереве,Men (animal people) discover a woman in a tree and copulate with her there,Men (animal people) find a woman on top of a tree and copulate with her there,Мужчины (люди-животные) обнаруживают женщину на вершине дерева и совокупляются с ней там,True,,,,,
f47,Pieces of flesh turn to persons,Pieces of flesh,Куски плоти,"The body of the of a living creature (woman or snake) is cut into pieces. Every man gets his piece, new women emerge from them","To generate new people, pieces of flesh cut into many pieces of the creature are distributed between men or placed in empty dwellings. Pieces turn into people","Чтобы породить новых людей, куски плоти разрезанного на множество частей существа распределяются между мужчинами или помещаются в пустые жилища. Куски превращаются в людей",True,,,,,
f47a,Men use pieces of woman’s flesh,Female body parts,Части женского тела,Every man uses for copulation certain part of an only woman or takes a part of her body after it was cut into pieces,"Men use each woman’s own body part of a single woman for copulation, or each man takes a part of her body cut into pieces.",Мужчины используют для совокупления каждый свою часть тела единственной женщины или каждый мужчина берет себе часть ее разрезанного на куски тела,True,,,,,
f47b,New people on the old place,New people in the same place,Новые люди на прежнем месте,"To create the new people (new women) instead of those who were destructed, person puts down in every empty hut (hearth, hammock) something (feathers, pieces of flesh) from which new people (new women) emerge","To create new people (new women) instead of destroyed, the character leaves in each empty hut (in the hearth, in a hammock) something (feathers or pieces of flesh), from which new people (new women) emerge","Чтобы создать новых людей (новых женщин) взамен уничтоженных, персонаж оставляет в каждой пустой хижине (в очаге, в гамаке) нечто (перья или куски плоти), из чего появляются новые люди (новые женщины)",True,,,,,
f48,Why women are different,Why women are different,Почему женщины разные,Different women are not similar physically because pieces of the first woman's flesh distributed between men were of unequal quality or because males who copulated with her had different nature,"Individual women are physically different, since the divided pieces of the flesh of the first woman were not the same, or the males copulated with the first woman were animals of different species.","Отдельные женщины физически различаются, так как поделенные куски плоти первой женщины были неодинаковы, либо совокуплявшиеся с первой женщиной самцы были животными разных видов",True,,,,,
f49,The abnormal birth,Cesarean section,Кесарево сечение,Cesarean operation upon a woman at childbirth as a custom,"Women cut open the belly to remove the child. Someone explains how to give birth, or makes childbirth possible","Женщинам разрезали живот, чтобы извлечь ребенка. Кто-нибудь объясняет, как надо рожать, либо делает роды возможными",True,,,,,
f49a,Animal explains how to give birth,Animal learns to give birth,Животное учит рожать,"A small animal (mouse, rat, rabbit, opossum, a bird) explains a woman how she can deliver her child in a natural way","How to give birth explains a small animal (mouse, rat, rabbit, dairy cat, bird)","Как надо рожать объясняет маленькое животное (мышь, крыса, крольчиха, двуутробка, птичка)",True,,,,,
f5,Brides for first men,Brides for the first people,Невесты для первых людей,Person cannot or do not want to give his daughters in marriage to all the men who claim them for wives and transforms animals into girls. (Usually in the beginning of times or after the flood many men come to marry the only daughter of God or patriarch)transforms animals into girls,"The character does not want or can not marry his daughters to all applicants and turns girls into various animals. (Usually, after a flood or early in time, men want to marry the only daughter of a deity or patriarch)",Персонаж не хочет или не может дать в жены своих дочерей всем претендентам и превращает в девушек различных животных. (Обычно после потопа или в начале времен мужчины хотят жениться на единственной дочери божества или патриарха),True,,,,,
f50,The often-born children,Repeatedly born children,Многократно рожденные дети,Child or children come out of mother's womb and return back,Children have the ability to leave the mother’s womb and return to it again.,Дети обладают способностью покидать утробу матери и возвращаться в нее опять,True,,,,,
f51,The clandestine lover,Secret lover,Тайный любовник,"Person who conceals his or her identity comes to his or her lover at night. Next time, the lover puts a mark on the stranger's face, body or clothes doing this intentionally (to recognize him or her) or by chance (that leads to the identification)",Someone under the cover of night comes to the face of the opposite sex. The marriage partner intentionally (to determine who it is) or accidentally (thereby exposing the visitor) makes a mark on his / her body,"Некто под покровом ночи приходит к лицу противоположного пола. Брачный партнер намеренно (чтобы определить, кто это) или случайно (тем самым разоблачая приходящего) делает на его/ее теле отметку",True,,,,,
f51a,Aggressive sister,Aggressive sister,Агрессивная сестра,"When incest relations with her brother come to light, the sister openly claims her brother for a husband, turns into monster, kills people","After incest is discovered, the sister openly demands a brother as a husband, turns into a monster, kills people","После того, как инцест обнаружен, сестра открыто требует брата в мужья, превращается в чудовище, убивает людей",True,,,,,
f51b,Following the thread,Finds by thread,Находит по нитке,"To get know the nature or locality of a person, another fastens a thread to his body and follows it","To find out the nature or location of the character's locus, another imperceptibly attaches a long string to it and goes along it.","Чтобы узнать природу или месторасположение локуса персонажа, другой незаметно прикрепляет к нему длинную нитку и идет по ней",True,,,,,
f51c,Provocative behavior after incest,Provocative behavior after incest,Провоцирующее поведение после инцеста,"When a girl gets to know that her night visitor was her own brother, she demonstrates him her genitals or her bake breasts and suggests to take what he had been desired so much. After this she runs away and he pursues her","Upon learning that the unknown lover is her own brother, the girl shows him his genitals or bare breasts, offering to take what he so wanted. After that, she runs away, and he rushes after","Узнав, что неизвестный любовник есть ее собственный брат, девушка демонстрирует ему свои гениталии или обнаженную грудь, предлагая взять то, что ему так хотелось. После этого она убегает, а он бросается следом",True,,,,,
f51d,The ginseng-child,Baby ginseng,Ребенок-женьшень,The ginseng roots are boys or girls who help the hero,Ginseng roots - a boy or girl who helps the hero,"Корни женьшеня – мальчик или девочки, которые помогают герою",True,,,,,
f52,Pubic hair for a bird’s crest,Bird feathers from pubic hair,Птичьи перья из лобковых волос,A bird person gets his crest putting on his head a pubic hair of a woman or part of her genitals,The forebearing bird lays on its head the pubic hair or part of the female genitalia; since then birds of this species have a crest,Первопредок-птица кладет себе на голову лобковый волос или часть гениталий женщины; с тех пор у птиц данного вида есть хохолок,True,,,,,
f53,Ugly husband,Ugly husband,Уродливый муж,An ugly man marries a girl but conceals his face. Marriage is ruined after his face is seen,"An ugly man marries, but hides his face. When they see him, the marriage is terminated.","Некрасивый человек женится, но скры­вает свое лицо. Когда его видят, брак расторгается",True,,,,,
f53a,Bat or owl hides his face,A bat or owl hides his face,Летучая мышь или сова прячет лицо,A man hides his face from his wife because she does not know that he is a nocturnal being (a bat or an owl),"The husband hides his face from his wife, because she does not know that he is a Bat or an Owl","Муж скрывает свое лицо от жены, т.к. она не знает, что он Летучая Мышь или Сова",True,,,,,
f54,Oedipus,Edip,Эдип,A youth unintentionally (kills his father and) marries his mother,"Unwittingly, the young man (kills the father and) marries the mother","Сам того не желая, юноша (убивает отца и) женится на матери",True,,,,,
f54a,Imperceptible scar (husband proves to be son),Invisible scar (husband turns out to be a son),Незаметный шрам (муж оказывается сыном),"After a rather long marriage, wife discovers some minor traits in her husband guise that help her understand that he is not a proper marriage partner but her close kin (brother or son) or a transformed animal; or a man getting to notice a scar on his wife’s head understands that she is his sister","In the guise of a husband, a woman does not immediately notice visible signs indicating that her husband has hidden his true nature from her and is not the right marriage partner (he is her son or brother or animal); either the husband on the scar on the head of his wife discovers that it is his sister","В облике мужа женщина обнаруживает не сразу заметные признаки, указывающие на то, что муж скрыл от нее свою истинную природу и не является правильным брачным партнером (он ее сын или брат либо животное); либо муж по шраму на голове жены обнаруживает, что это его сестра",True,,,,,
f54b,Traces of feathers,Sticky feathers,Прилипшие перья,A youth or boy decorated with feathers and paint copulates incognito with his mother or sister. They discover his identity noticing on his body traces of feathers or paint,"A boy or boy copulates with his mother or sister. This becomes known from the remnants of paint or feathers, which he was covered during sexual intercourse.","Юноша или мальчик совокупляется со своей матерью или сестрой. Об этом становится известно по остаткам краски или перьев, которыми он был покрыт во время полового акта",True,,,,,
f54c,Recognized by imprints of finger-nails,Recognized by the traces of nails,Узнан по следам ногтей,Husband notices imprints of finger-nails on his wife’s face and assembles all the men to recongize the culprit,Husband sees traces of someone's nails on his wife’s body and collects men to find out who left a mark.,"Муж видит на теле жены следы чьих-то ногтей и собирает мужчин, чтобы узнать, кто оставил след",True,,,,,
f54d,Conception from uribe,Begins after drinking urine,"Зачинает, выпив мочу",Woman gives birth to a boy after unwittingly drinking urine of a he-animal or she-animal gives birth to a boy drinking urine of a man,"A woman gives birth to a boy by accidentally drinking the urine of a male animal, or the female animal gives birth to a boy after drinking the urine of a man.","Женщина рожает мальчика, случайно выпив мочу животного-самца, либо самка животного рожает мальчика, выпив мочу мужчины",True,,,,,
f55,What do you want?,What do you want?,Чего ты хочешь?,"A woman cannot understand what does her partner want. She points at, names or suggests different things. At last she points at, names or exposes her genitals. This is the right answer",A woman does not understand what a boy or a man wants; names or shows various objects and parts of the body; her companion is satisfied when she calls or exposes her genitals,"Женщина не понимает, чего хочет мальчик или мужчина; называет или показывает различные предметы и части тела; ее собеседник удовлетворен, когда она называет или обнажает свои гениталии",True,,,,,
f56,Watching vagina triggers incest,Temptation and incest,Соблазн и инцест,"A man or boy thinks about incest when he gets to see his daughter(-in-law)'s, sister's, or mother(in-law)'s vagina","Seeing the vagina of a mother, daughter, daughter-in-law, sister, niece or mother-in-law, a man or a boy thinks of incest or commits it","Увидев вагину матери, дочери, невестки, сестры, племянницы или тещи, мужчина или мальчик думает об инцесте или совершает его",True,,,,,
f56a,Shavings into the fire,Shavings in the fire,Стружки в костер,"To create opportunity to see female genitals, a man throws something combustible into the fire which makes the woman fall on her back and expose her vagina","To see the genitals of a woman, a man throws something brightly flashing on the hearth. Woman shrinks back, exposing genitals","Чтобы увидеть гениталии женщины, мужчина бросает в очаг что-то ярко вспыхивающее. Женщина отшатывается назад, обнажая гениталии",True,,,,,
f58,Trickster and women,Trickster and women,Трикстер и женщины,A man cohabits with a group of women (or with several women in succession) concealing his identity and/or intentions. He is either eventually exposed and punished by women or escapes to continue his tricks,"The character spends the night with a group of women, hiding his nature and / or intentions. In the end, he is either identified and punished or escapes to continue his antics.","Персонаж проводит ночь с группой женщин, скрывая свою природу и/или намерения. В конце концов он либо опознан и наказан, либо ускользает, чтобы продолжить свои проделки",True,,,,,
f59,Man to woman: modified body,Man to woman: figure modeling,Мужчина в женщину: моделирование фигуры,"To make believe that he is a female, a trickster transforms particular objects or creatures into female body parts or into a baby child","Pretending that he is a woman, the trickster turns a part of his body, another character or some object into a swaddled baby, into the female genitalia or into a female household item, or disguises an animal or object under an infant born of a new husband","Сделав вид, что он женщина, трикстер превращает часть своего тела, другого персонажа или какой-то предмет в запеленутого младенца, в женские гениталии или в предмет женского обихода, либо маскирует животное или предмет под младенца, рожденного от нового мужа",True,,,,,
f5a,Woman created from a tail,Tail woman,Женщина из хвоста,"When God intends to create Eve from Adam’s rib, an animal (dof, cat, monkey, fox, snake) or a devil steals it. God (or his angel) pursues it and catches its tail. The tail tears off, God creates Eve from it. Or God made Eve from edible material and a dog devoured it, so God had to make Eve from Adam’s rib. Or God cut off Adam’s tail and made Eve from it.","God was going to make Eve from the rib of Adam. Rib dragged dog (cat, fox, monkey, hell). God (or the angel sent by him) chased, grabbed the thief by the tail and tore him off. God made Eve out of this tail. Either God first made a woman from edible material and the dog ate this figure. I had to make a new one from Adam's rib. Either God cut off Adam's tail and made Eve out of him.","Бог собирался сделать Еву из ребра Адама. Ребро утащила собака (кошка, лиса, обезьяна, черт). Бог (или посланный им ангел) погнался, схватил похитителя за хвост и оторвал его. Из этого хвоста Бог сделал Еву. Либо Бог сперва сделал женщину из съедобного материала и собака съела эту фигуру. Пришлось делать новую из ребра Адама. Либо Бог отрезал Адаму хвост и сделал из него Еву",True,,,,,
f5b,Artificial bride,Artificial bride,Искусственная невеста,"Person has to give his daughter or sister in marriage. Having no woman to suggest or not wanting to give her, he makes artificial girl (of wood, snow, etc.), sends servant girl instead daughter, turns into woman himself, or recognizes his fault when he feels that it is save to do so","The character is forced to promise to marry another daughter or sister. Not having such or not wanting to give it away, he makes a girl out of wood, snow, etc., turns an animal into a girl, sends not a daughter, but a servant, turns into a woman, or confesses to a lie when trouble has passed","Персонаж вынужден обещать отдать в жены другому дочь или сестру. Не имея таковой или не желая ее отдавать, он делает девушку из дерева, снега и т.п., превращает в девушку животное, подсылает не дочь, а служанку, сам превращается в женщину, либо признается во лжи, когда беда миновала",True,,,,,
f6,Gouged our vagina,Slotted Vagina,Выдолбленная вагина,Woman has no vagina and it is later made by bird or animal,"The (first) woman first does not have a vagina. Usually it is made by her bird, animal, fish, etc.","(Первая) женщина сперва не имеет вагины. Обычно ее делает ей птица, животное, рыба и пр.",True,,,,,
f60,Trickster cures maiden,Trickster heals a girl,Трикстер лечит девушку,A girl gets sick. A man comes to cure her but only copulates with her or makes an attempt to do so,"A girl or woman fell ill. The character comes to treat her. The treatment is that he copulates with her, or tries to do it.","Девушка или женщина заболела. Персонаж приходит ее лечить. Лечение состоит в том, что он совокупляется с ней, либо пытается это сделать",True,,,,,
f61,Trickster rapes a woman who carries him on her back,Woman carries trickster,Женщина несет трикстера,"A man pretends to be weak, ill or injured, asks a woman to carry him on her back. When she agrees, he makes attempt to copulate with her","The male character is pretending to be sick, weak, unconscious; the woman carries him on his back, he copulates or tries to copulate with her on the go","Мужской персонаж притворяется больным, слабым, потерявшим сознание; женщина несет его на спине, он совокупляется или пытается совокупляться с ней на ходу",True,,,,,
f62,Incognito at the dancing party,Incognito at dance,Инкогнито на танцах,An (ostensibly) sick person remains at home when other go to the dancing party. The person comes by himself or herself looking like a handsome man or beautiful girl. The man (woman) does not recognize him (her) and suggests to make love,"(Allegedly) a sick (weak, ugly) character is left alone or alone when others go to the dance; he (she) comes there in the guise of a handsome or beautiful woman; the one who has come does not recognize him (her) before, is interested in him (her)","(Якобы) больного (слабого, некрасивого) персонажа оставляют одного или одну, когда другие ходят на танцы; он (она) приходит туда следом в облике красавца или красавицы; пришедшая (пришедший) раньше не узнает его (ее), испытывает к нему (к ней) интерес",True,,,,,
f63,Trickster poses as woman and marries man,Man is getting married,Мужчина выходит замуж,"A male person turns into woman and marries a man. He is either unmasked or abandons his ""husband"" by his own will","The male trickster turns into a woman and gets married. As a result, exposed, or he runs away from her husband","Трикстер-мужчина превращается в женщину и выходит замуж. В итоге разоблачен, либо сам убегает от мужа",True,,,,,
f64,The lecherous parent,Incestuous parent,Инцестуозный родитель,Person changes his or (rare) her guise to marry his or her close relative in descending or (rare) ascending line,The character appears to be another person to combine with a close relative in a descending or (less often) ascending line.,"Персонаж представляется другим человеком, чтобы сочетаться с близким родственником по нисходящей или (реже) восходящей линии",True,,,,,
f64a,Describes future husband,Describes the future spouse,Описывает будущего супруга,"Going away or pretending to die, a person bids his or her relative to marry another person who resembles him (her) or has some special traits; or he describes a man who should be met as a dear guest; person comes himself unrecognized and is taken for one whom he had described","When leaving or pretending to be dying, a character gives instructions to a relative / relative as to whether he or she should marry, specifying a partner with certain characteristics, or a character indicating the place of a future meeting with this partner; either (Philippines) describes a person who will have to be accepted as a guest; he comes under the guise of who he was talking about","Уходя или притворившись умирающим, персонаж дает указания родственнику/родственнице относительно того, что он или она должны вступить в брак, указав партнера, имеющего определенные признаки, либо персонаж указывает место будущей встречи с этим партнером; либо (Филиппины) описывает человека, которого надо будет принять как гостя; сам приходит под видом того, о ком была речь",True,,,,,
f64b,Incestuous woman,Incestuous woman,Инцестуозная женщина,"A woman pretends to be a stranger to have sexual relations with her (grand)son, daughter or brother","A woman impersonating another person to seduce her son, brother, daughter, or grandson","Женщина выдает себя за другого человека, чтобы соблазнить своего сына, брата, дочь или внука",True,,,,,
f65,The false burial,Imaginary dead man,Мнимый покойник,"To realize his or her secret desire (illicit sex, refusal to share food with relations), person pretends to die and is abandoned at a burial place","To satisfy his secret desire related to the violation of social norms (forbidden sex, refusing to share food with relatives), the character pretends to be dying, will leave at the burial","Чтобы удовлетворить свое тайное желание, связанное с нарушением социальных норм (запрещенный секс, отказ поделиться пищей с родственниками), персонаж притворяется умирающим, покинут(а) на месте погребения",True,,,,,
f65a,Death feigned to meet paramour,Imaginary dead man: meeting with her lover,Мнимый покойник: встреча с любовником,Person pretends to die. His or her wife or husband abandons him or her on a burial place. He or she marries his or her paramour,"The spouse leaves the character at the burial site; (imaginary) dead man comes to life, goes to his lover / mistress","Супруг(а) оставляет персонажа на месте погребения; (мнимый) мертвец оживает, уходит к любовнику/любовнице",True,,,,,
f65b,Death feigned to eat burial food,Imaginary dead: eating alone,Мнимый покойник: ест в одиночестве,Man pretends to die because he does not want to share food with the others and eats it alone at his burial place,"The character imitates death, so that it eagerly eats alone","Персонаж имитирует смерть, чтобы жадно есть в одиночестве",True,,,,,
f65c,The feigned burial: boy exposes deceit,Imaginary dead man: boy reveals deception,Мнимый покойник: мальчик раскрывает обман,"A man feigns death to marry his daughter or to eat burial food. One of the younger children recognizes the (adoptive) father or gets to see that the false dead is alive (escapes from the burial pyre, laughs, etc.)","A person pretends to be dead (to marry his daughter or to be able to eat his prey alone). One of his younger children recognizes the (adoptive) father or notices that the alleged dead man is alive (he escapes from the funeral pyre, laughs, etc.)","Человек притворяется умершим (чтобы жениться на дочери либо чтобы иметь возможность поедать одному свою добычу). Один из его младших детей опознает (приемного) отца либо замечает, что мнимый покойник жив (сбегает с погребального костра, смеется и т.п.)",True,,,,,
f65d,The feigned burial: wife does not believe,Imaginary dead man: wife does not believe,Мнимый покойник: жена не верит,"A man feigns death and is abandoned at the burial place. His wife (mother, aunt) gets to know about the deceit and provokes the man to show that he is alive","The character pretends to be dying, left at the burial site. However, his wife (mother, aunt) finds out about the deception and provokes the imaginary deceased, forcing him to impersonate","Персонаж притворяется умирающим, оставлен на месте захоронения. Однако его жена (мать, тетка) узнает об обмане и провоцирует мнимого покойника, заставляя его выдать себя",True,,,,,
f66,The false house,False house,Ложный дом,"Person’s father, grandson, brother, or sister pretends to be a stranger to commit incest (accordingly with the daughter, grandmother, sister, or brother), or a husband shams to be his wife’s brother because he wants to be taken by her as her blood relative. To realize his or her stratagem, the hero imperceptibly runs to another house where the object of his or her interest later comes and takes him or her for a stranger","The father, grandson, brother or sister pretends to be a stranger or a stranger to perform incest (respectively with a daughter, grandmother, sister or brother), or the husband takes the form of his wife's brother, so that she would treat him as a blood relative. To do this, the character temporarily runs across to another house, where the object of his desires takes him for another person","Отец, внук, брат или сестра притворяется незнакомцем или незнакомкой, чтобы совершить инцест (соответственно с дочерью, бабкой, сестрой или братом), либо муж принимает облик брата жены, чтобы та отнеслась к нему как к кровному родственнику. Для этого персонаж на время незаметно перебегает в другой дом, где объект его желаний принимает его за другого человека",True,,,,,
f67,Old woman pretends to be man,Old woman pretending to be a man,Старуха притворяется мужчиной,"An old woman makes herself false penis and testicles, marries or attempts to marry her (step)daughter","An old woman lives with a (adopted) daughter, niece or daughter-in-law. (Allegedly) turns into a man, marries a girl or tries to do it","Старуха живет с (приемной) дочерью, племянницей или невесткой. (Якобы) превращается в мужчину, берет в жены девушку или пытается это сделать",True,,,,,
f68,Death feigned: woman dresses up as a man,Imaginary dead woman dressed as a man,Мнимая покойница переодевается мужчиной,"A woman pretends to die or really dies. Her (former) paramour comes to her grave. She revives and goes with him. Not to be recognized, she dresses up as a man","A woman pretends to be dead or actually dies. (Former) beloved comes to her grave. She goes with him, trying to avoid exposure, puts on men's clothes, but is eventually identified","Женщина притворяется умершей или умирает на самом деле. (Бывший) возлюбленный приходит к ней на могилу. Она идет с ним, стремясь избежать разоблачения, надевает мужскую одежду, но в итоге опознана",True,,,,,
f69,Obscene invitation,Indecent invitation,Непристойное приглашение,"A woman's husband or male relative asks her (grand)children to invite her to make love with him. The invitation is expressed in an allegoric form. She understands, comes to him",The husband (male relative) of the woman through her children invites her to come and make love to him; the invitation is made in a veiled form; woman comes,Муж (мужской родственник) женщины через ее детей приглашает ее прийти и заняться с ним любовью; приглашение сделано в завуалированной форме; женщина приходит,True,,,,,
f7,The water-maiden,Woman from the river,Женщина из реки,"Man takes or attempts to take a wife who is connected with the underwater world (fish, crab, snake, water animal and the like)","A man catches, grabs, meets, gets a woman associated with the water-chthonic world (fish, siren, snake, crab, seal, etc.), takes her as his wife","Человек ловит, хватает, встречает, получает женщину, связанную с водно-хтоническим миром (рыбу, сирену, змею, краба, тюленя и т.п.), берет ее в жены",True,,,,,
f70,Potiphar's wife: false accusation of sexual abuse,Woman Potifar,Жена Потифара,"Woman makes vain overtures to young man and/or falsely accuses him of sexual abuse. Her husband believes that the young man is guilty, kills or tries to kill him",Woman falsely accuses a man of encroachment on her,Женщина ложно обвиняет мужчину в посягательстве на нее,True,,,,,
f70a,Disordered clothes as evidence against innocent man,Scratching his body,Царапает себе тело,"To accuse a man or boy of (sexual) abbuse, a woman tears her clothes, smears or scratches her body pretending to be attacked","Blaming a man or a boy for encroachment on her (usually sexual), a woman presents material evidence fabricated by her (tears clothes on herself, scratches the body, etc.)","Обвиняя мужчину или мальчика в посягательстве на нее (как правило, сексуальном), женщина предъявляет сфабрикованные ею вещественные доказательства (рвет на себе одежду, царапает тело, и т.п.)",True,,,,,
f70b,Revenge of a rejected woman,Revenge rejected,Месть отвергнутой,A woman revenges on a man who rejected her love,A woman takes revenge on a man who rejects her love,"Женщина мстит мужчине, отвергнувшей ее любовь",True,,,,,
