motif_id,class,confidence,substrate,reason
b61,METAMORPHOSIS,high,sky,"The story explicitly states the mole *supported* the sky, implying a physical interaction and transformation resulting in a permanent physical change (crooked paw) linked to the celestial object."
b62,ANTHROPOMORPHIC_ANIMAL,high,animal,"The buzzard/hawk acts as a husband and lives a human life, demonstrating projected personhood and social roles onto the animal."
b63,METAMORPHOSIS,high,sky,"The core of the myth involves individuals being *transformed* into atmospheric phenomena as a consequence of their actions, prioritizing this over a simple visual resemblance."
b64,METAMORPHOSIS,high,animal,The story explains the physical characteristics of fish bones as the result of a past event – a battle – transforming the fish bodies through piercing and fragmentation.
b64a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts fish and birds actively engaging in warfare, exhibiting intentionality and behavior characteristic of people."
b64b,PURE_NARRATIVE,high,water,"The story describes a conflict between fish species with a resulting physical characteristic, lacking any element of perceived figures or personification in nature."
b64c,METAMORPHOSIS,high,multiple,The story explains the presence of small bones in fish by claiming they were once sky-dwelling beings who fell to earth and fractured their skeletons.
b64d,METAMORPHOSIS,high,animal,"The motif describes a past event where something *became* part of the animal's body, explaining its current form—a clear case of transformation into a bodily feature."
b65,METAMORPHOSIS,high,plant,"The core of the myth describes a physical transformation of a person's body parts (intestines) *into* a natural object (vines), which is the defining characteristic of metamorphosis."
b66,METAMORPHOSIS,high,plant,"The core of the myth is the transformation of the rope into creepers/vines, explaining their current existence."
b67,METAMORPHOSIS,high,plant,"The core of the myth is the transformation of a tree into a landform, fitting the definition of metamorphosis where a being becomes a natural object."
b68,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts a grouse with agency and power, then describes its dismemberment and transformation into the smaller grouse we know today, effectively giving it a personality and history beyond typi"
b68a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on birds exhibiting human-like social behavior – quarreling, seeking status, and enacting punishment – thus projecting personhood onto animal life."
b69,METAMORPHOSIS,high,animal,"The story explains the origin of the chipmunk's stripes by detailing a direct action *transforming* its appearance, rather than simply perceiving a figure within it."
b69a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif is an animal acting as a person and participating in a debate, demonstrating personhood and agency."
b69b,METAMORPHOSIS,high,animal,"The story explains the origin of the frog's stripes by stating they are *caused* by scratching, representing a transformation of the frog's appearance due to an external action."
b6a,METAMORPHOSIS,high,water,"The unhatched eggs transform into high-status characters, explaining their origin and linking them directly to a natural form (the eggs themselves) – this is a transformation narrative, prioritizing o"
b70,METAMORPHOSIS,high,animal,The tale explains the animal's physical characteristics as the result of a past transformation caused by a person's actions.
b71,CELESTIAL_PAREIDOLIA,high,sky,"The aurora is visually perceived as figures engaged in activity, directly linking the phenomenon to perceived forms."
b72,METAMORPHOSIS,high,animal,"The core of the myth is a human transforming into an animal (a cuckoo), explaining the bird's existence as a consequence of human action."
b72a,METAMORPHOSIS,high,animal,"The core of the story is the child *becoming* a swan/being transformed to fly with them, explaining their departure and altered state."
b72b,METAMORPHOSIS,high,animal,"The core of the story is the transformation of a person *into* an animal, explaining the bird's existence as a result of mistreatment."
b73,METAMORPHOSIS,high,animal,"The core of the myth is a person transforming *into* a cuckoo, explaining the cuckoo's unusual appearance."
b73a,METAMORPHOSIS,high,animal,"The core of the story is the transformation of a person (or people) *into* a bird, explaining the bird's cry, which directly aligns with the definition of metamorphosis."
b73b,METAMORPHOSIS,high,animal,"The core of the myth involves transformation *into* birds, explaining the bird's cry as the search continuing in a new form."
b74,METAMORPHOSIS,high,animal,"The description explicitly states a change in the grouse's eyes *because* of tears shed, explaining the current state as a result of transformation."
b74a,METAMORPHOSIS,high,none,"The motif describes a transformation of the eyes *into* a red state, motivated by the application of red rags, making it a case of bodily transformation rather than simple visual perception."
b74b,CELESTIAL_PAREIDOLIA,high,sky,"The Moon is perceived as a being with whom another entity (the owl) attempts a relationship, directly fitting the visual perception of a figure in a sky phenomenon."
b75a,AUDITORY_PAREIDOLIA,high,sound,"The core of the myth is perceiving a voice within a natural sound (echo), fitting the definition of auditory pareidolia."
b75b,METAMORPHOSIS,high,plant,"The core of the myth is the transformation of a person *into* the sound of the trees, directly linking a human to a natural phenomenon through change."
b75c,AUDITORY_PAREIDOLIA,high,water,"The motif explicitly states a sound from nature is perceived as originating from the time of creation, fitting the definition of hearing personality or meaning in a natural sound."
b75d,AUDITORY_PAREIDOLIA,high,sound,"The story explicitly states a sound (murmur) is perceived from the time of creation, fitting the definition of hearing personality in natural sound."
b76,METAMORPHOSIS,high,water,"The core of the myth describes a transformation of waves *into* mountains, fitting the definition of metamorphosis where a being/entity becomes a natural object."
b77,CELESTIAL_PAREIDOLIA,medium,sky,"The myth describes a perceived characteristic of the sky (its proximity to earth) as an original state, implying a visual perception of the sky's position."
b77a,ANTHROPOMORPHIC_ANIMAL,high,multiple,"The story features animal-persons actively performing a human-like action (pushing the sky), indicating a projection of personhood onto animal beings."
b77b,METAMORPHOSIS,high,sky,"The story describes a physical interaction that *changes* the sky's state, implying a transformation from a lower to a higher position, thus prioritizing metamorphosis over simple visual perception."
b77b1,CELESTIAL_PAREIDOLIA,high,sky,"The myth directly attributes an action (being struck) to a sky phenomenon, creating a visual 'touching' or impact on the sky itself."
b77b2,METAMORPHOSIS,high,sky,"The myth describes a physical action altering the sky's position, effectively transforming it from a lower to a higher state."
b77c,NATURE_SPIRIT_PERSONIFICATION,high,multiple,The serpent embodies a natural force (the power to lift the sky) and is given agency without a specific visual or auditory trigger for its personification.
b78,METAMORPHOSIS,high,multiple,"The act of shaking *transforms* something (a body, bed, feathers) into snowfall, explaining the origin of snow as a result of this action."
b79,METAMORPHOSIS,high,multiple,The emergence of the world from an egg implies a transformation of the egg itself *into* the cosmos and its contents.
b79a,METAMORPHOSIS,high,multiple,"The motif describes the emergence of the world *from* an egg or substance dropped by a bird, representing a transformation of the egg/substance into the world itself."
b79a1,METAMORPHOSIS,high,water,"The solid substance *becomes* the land, representing a transformation from avian matter to terrestrial form, which is the core of the motif."
b7a,PURE_NARRATIVE,high,none,"This describes a plot involving possession, theft, and release of a resource, lacking any element of perceived figures in nature or personification."
b7b,METAMORPHOSIS,high,water,"The story describes water originating from a broken container, implying a transformation or origin story tied to the vessel's destruction and subsequent release of water."
b7c,PURE_NARRATIVE,high,water,"The story describes an action concerning water distribution, lacking any element of perceived figures or personification within natural phenomena."
b7d,METAMORPHOSIS,high,landform,"The narrative centers on a physical transformation – a bone becoming the source of water – which explains a natural phenomenon (the flood), prioritizing this over simple resemblance."
b8,ANTHROPOMORPHIC_ANIMAL,high,animal,"The frog actively *hides* water, demonstrating intent and agency typically associated with a person, thus projecting personhood onto the animal."
b80,PURE_NARRATIVE,high,none,The description details a cosmogonic process—measuring the world—without any element of perceived figures in nature or personification.
b81,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a dog being considered for the use of human tools (weapons), implying a projection of human capabilities and intent onto the animal."
b82,METAMORPHOSIS,high,animal,"The story centers on a change in the raven's color, implying a transformation from one state to another, which is the core of the metamorphosis motif."
b83,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif describes an animal or small creature possessing unexpectedly human-like qualities of immense weight, effectively acting as a deceptive force beyond its apparent size."
b84,METAMORPHOSIS,high,plant,"The core of the myth describes a being transforming *into* objects found on trees, fulfilling the definition of metamorphosis."
b85,NATURE_SPIRIT_PERSONIFICATION,high,sound,"The wind is treated as a being with agency that needs to be pacified, indicating a personality ascribed to the natural force without a specific pareidolic trigger."
b85a,NATURE_SPIRIT_PERSONIFICATION,medium,sound,"The wind is treated as an agent with intent (blowing 'wrong') and requiring balance, indicating a presiding personality rather than a simple auditory perception."
b85b,NATURE_SPIRIT_PERSONIFICATION,high,sound,"The wind is treated as a contained entity with agency, implying a spirit or personality rather than a simple auditory or visual perception."
b86,CELESTIAL_PAREIDOLIA,medium,sky,"The tower's purpose is to reach celestial bodies, implying a perceived figure or destination *in* the sky, even if not a direct visual likeness."
b87,CELESTIAL_PAREIDOLIA,high,sky,The description explicitly identifies a visual perception of a figure (a star) within a sky phenomenon (the Big Dipper).
b87a,CELESTIAL_PAREIDOLIA,high,sky,The myth explicitly states a figure (a dog) is visually perceived in a celestial phenomenon (the star Alcor).
b87b,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly identifies a constellation (Big Dipper) as depicting a cart pulled by a harnessed animal, representing a visual perception in a sky phenomenon."
b87c,CELESTIAL_PAREIDOLIA,high,sky,"The myth directly perceives a figure (a rider) *in* a star, fitting the definition of visually perceiving a pattern in a sky phenomenon."
b88,PURE_NARRATIVE,high,none,"The story focuses on suffering and a dialogue with God, lacking any element of perceived figures in nature or personification of natural phenomena."
b89,ANTHROPOMORPHIC_ANIMAL,high,animal,"The owl is described as behaving like a king and interacting with other birds in a social/political manner, demonstrating personified behavior."
b9,METAMORPHOSIS,high,plant,"The core of the motif is a transformation – the tree becoming water, explaining the presence of water within it, which prioritizes METAMORPHOSIS over simple visual resemblance."
b90,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif explicitly describes a figure with agency and instruction relating to wolves, projecting personhood onto the animal species."
b91,ANTHROPOMORPHIC_ANIMAL,high,animal,"The snail possesses and loses a human-like attribute (sharp eyesight) and is treated as a character with agency, fitting the definition of an anthropomorphic animal."
b92,METAMORPHOSIS,high,landform,"The core of the myth is a person *becoming* the stone itself, explaining the origin of flints in the world."
b93,CELESTIAL_PAREIDOLIA,high,sky,"The motif explicitly describes figures perceived *among the stars*, fitting the definition of visually perceiving patterns in sky phenomena."
b93a,CELESTIAL_PAREIDOLIA,high,sky,"The story describes birds forming a bridge *across* a celestial river, visually perceiving a pathway where none naturally exists."
b94,ANTHROPOMORPHIC_ANIMAL,high,plant,"The trees are explicitly given the ability to speak and interact as persons, demonstrating a projection of personhood onto non-human life."
b95,METAMORPHOSIS,high,landform,"The story explicitly states a person *became* a physical feature (the burned bottom parts), which prioritizes METAMORPHOSIS over simple visual resemblance."
b96,METAMORPHOSIS,high,water,"The core of the motif is the monster *becoming* a fish/mammal, explaining its current form through transformation."
b97,METAMORPHOSIS,high,animal,"The story explains the bird's current appearance as the result of a person's actions, indicating a transformation from a prior state."
b97a,TERRESTRIAL_PAREIDOLIA,high,animal,"The description explicitly states perceiving a pattern (necklace) on an animal, which is a visual perception of a figure in a natural form."
b98,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bat is explicitly given human-like social motivations (attempting to join groups) and experiences rejection, demonstrating personification of an animal."
b98a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bat is depicted as acting within a social conflict surrounding death, implying personified behavior and intent."
b99,METAMORPHOSIS,high,plant,"The core of the story is a person being transformed into a natural object (a nest of insects), fulfilling the definition of metamorphosis."
c1,METAMORPHOSIS,high,multiple,The core motif describes a transformation of cosmic levels – the sky *becoming* the earth or layers collapsing – which prioritizes METAMORPHOSIS over simply describing a spatial arrangement.
c10,METAMORPHOSIS,high,animal,"The story explicitly describes how animal body parts *become* colored and formed by the floodwaters, representing a transformation into their current state."
c10a,CELESTIAL_PAREIDOLIA,medium,sky,"The birds are described as clinging *to the sky itself*, implying a perception of the sky as a surface or entity."
c11,NATURE_SPIRIT_PERSONIFICATION,medium,none,"While involving supernatural power, the core of the myth is about a powerful being enacting vengeance, not a perceived figure *in* nature, and lacks any clear pareidolic or transformative element."
c12a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The dog speaks and instructs humans, demonstrating personified agency and intent beyond typical animal behavior."
c12b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a dog acting as a progenitor of humanity, imbuing the animal with human-like reproductive capacity and lineage."
c13,ANTHROPOMORPHIC_ANIMAL,high,multiple,"The core of the motif involves objects and animals *acting* as monstrous beings, demonstrating personified agency and behavior beyond their natural state."
c14,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves animals (monsters) acting with destructive intent towards people, projecting personhood and agency onto them."
c15,TERRESTRIAL_PAREIDOLIA,high,landform,"The story centers on perceiving a being (puma/jaguar) *within* a natural landform (cave/tree trunk), establishing a visual likeness as central to the narrative."
c16,METAMORPHOSIS,high,animal,"The core of the motif is the transformation of processed objects *back* into living animals, fitting the definition of metamorphosis where an object reverts to a living being."
c16a,NATURE_SPIRIT_PERSONIFICATION,high,animal,"The motif describes a spirit with authority over animals, exhibiting personality and offense, without a specific pareidolic trigger for her existence."
c17,PURE_NARRATIVE,high,none,The description details a destructive event with no indication of figures perceived in nature or natural features being personified; it's purely a plot-driven account of societal collapse.
c18,PURE_NARRATIVE,high,none,"The description focuses entirely on social interaction, deception, and attempts to regain possessions, lacking any element of perceived figures in nature or personification of natural phenomena."
c19,PURE_NARRATIVE,high,sky,The description focuses on an action (acquiring the sun) and doesn't describe any perceived figure *in* the sun or any transformation into it; it's a plot-driven event.
c19a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves an animal figure (Raven) acting with human-like intent and engaging in social play, establishing it as a personified animal rather than a simple visual or auditory illus"
c2,PURE_NARRATIVE,high,multiple,This describes a sequence of events – destruction by fire and water – without attributing personhood or visual/auditory qualities to natural phenomena; it's purely a cosmogonic plot element.
c22,ANTHROPOMORPHIC_ANIMAL,high,animal,"Toad is an animal acting as an agent with a role in a world-altering quest, demonstrating personified intent and action."
c23,CELESTIAL_PAREIDOLIA,high,multiple,"The tree's actions directly impact and are visually linked to celestial bodies, creating a figure-in-sky dynamic where the tree *is* altering the sky's appearance."
c24,TERRESTRIAL_PAREIDOLIA,high,plant,"The tree/pillar is a landform perceived as holding up the world, thus a visual perception of form and function."
c25a,CELESTIAL_PAREIDOLIA,high,sky,"The story explicitly locates the soup-making activity *in* the Moon, establishing a figure/activity perceived within a celestial body."
c25b,CELESTIAL_PAREIDOLIA,high,sky,"The motif explicitly locates a person performing an action *on* the Moon, directly perceiving a figure within a celestial body."
c25c,CELESTIAL_PAREIDOLIA,high,sky,"The myth directly perceives a pattern (the Big Dipper) in the sky and assigns it prognostic significance, fitting the definition of visually perceiving a figure in a celestial phenomenon."
c26,NATURE_SPIRIT_PERSONIFICATION,medium,multiple,"The 'guardian' embodies a presiding spirit protecting a boundary, without a specific pareidolic trigger for their existence or form; the non-human world is a natural force being personified."
c27,TERRESTRIAL_PAREIDOLIA,high,water,"The monster's horn is visually perceived *in* the ice, a landform feature, triggering the interaction and subsequent danger."
c28,PURE_NARRATIVE,high,none,"The description focuses on a plot of trickery and exchange, lacking any element of perceived figures in nature or personification of natural elements."
c29,AUDITORY_PAREIDOLIA,medium,sound,"The motif centers on overhearing – perceiving intentionality (a 'voice' of sorts) within ambient sound, even if it's human speech, which qualifies as auditory pareidolia in this context."
c2a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The woodpecker's actions directly cause a major event, implying agency and intent beyond typical animal behavior."
c2b,CELESTIAL_PAREIDOLIA,high,sky,"The story directly describes a visual event *in* the sky (the Moon being burned) and attributes a quality (being burned) to a celestial body, fitting the definition of perceiving a figure/pattern in a"
c3,METAMORPHOSIS,high,landform,"The snake/eel/frog physically fills the hole, transforming its body into a structural component of the ark, explaining the hole's closure."
c30a,PURE_NARRATIVE,high,none,"This is a plot-driven story about a contract and its loophole, lacking any element of perceived figures in nature or personification of natural elements."
c30b,ANTHROPOMORPHIC_ANIMAL,high,animal,The story centers on an animal (or spirit acting *as* an animal) asserting ownership and engaging in a challenge that highlights its personified abilities and limitations.
c30c,PURE_NARRATIVE,high,water,"The story focuses on a challenge and a trick, lacking any perception of figures in nature or personification of natural elements."
c31,ANTHROPOMORPHIC_ANIMAL,high,animal,"The hedgehog is presented as possessing intelligence and knowledge comparable to gods and humans, effectively acting as a personified being."
c31a,CELESTIAL_PAREIDOLIA,high,sky,"The Sun and Moon are explicitly celestial bodies perceived in the sky, and the narrative centers on their perceived ownership/transfer, fitting the visual perception of figures in sky phenomena."
c32,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The motif suggests inherent power within discarded body parts, implying a spiritual essence or agency without a specific pareidolic trigger or transformation narrative."
c33,METAMORPHOSIS,high,landform,"The story centers on a being *becoming* fixed to a mountain, explaining the presence of a figure-like form in the landscape."
c33a,METAMORPHOSIS,high,landform,"The sinking post represents a transformation of the landform, directly linked to the attempted breakage of the chain, suggesting the land *became* the means of restraint again."
c33b,AUDITORY_PAREIDOLIA,high,sound,"The story centers on a perceived personality or event (the 'first blow' of wind) triggering a significant change, effectively hearing agency in the natural sound."
c34a,METAMORPHOSIS,high,landform,"The motif describes a being being buried *in* the sand/water, implying a transformation into part of the landscape and motivating a subsequent natural event (the flood)."
c35,NATURE_SPIRIT_PERSONIFICATION,high,sky,"The Sun and Sky are treated as personified entities capable of marriage, without a specific visual or auditory trigger for this personification."
c35a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves a non-human animal acting as a person (giving advice) and interacting with a deity, fitting the definition of an anthropomorphic animal."
c36,PURE_NARRATIVE,high,none,"The description focuses solely on conflict and outcome, lacking any element of perceived figures in nature or personification of natural phenomena."
c37,ANTHROPOMORPHIC_ANIMAL,high,animal,"The sloth is given agency and a role in a significant event (catastrophe/salvation), indicating personification and projecting human-like capabilities onto the animal."
c38,PURE_NARRATIVE,high,none,"The description focuses on anticipation of future inhabitants and preparatory actions, lacking any element of perceived figures in nature or personification."
c39,METAMORPHOSIS,high,sky,"The story describes a transformation of stones/ice *into* the repaired section of the sky, explaining its current appearance."
c39a,METAMORPHOSIS,high,sky,"The story describes a crack in the sky being *repaired* with ice, directly transforming the sky's condition and explaining a natural phenomenon (cold wind)."
c4,PURE_NARRATIVE,high,water,"The story describes an action and its consequence—the receding water—without attributing personhood or features to any natural element; it's a cosmogonic plot, not a figure seen in nature."
c40,CELESTIAL_PAREIDOLIA,medium,sky,"The narrative centers on objects originating from the sky and impacting the world, implying a perceived agency or form within the falling rocks."
c41,METAMORPHOSIS,high,sky,The narrative explains the sky's current color as the result of a transformation enacted upon it by a person.
c5a,METAMORPHOSIS,high,animal,"The motif explicitly involves beings *becoming* birds, explaining their current form and function as scouts, which prioritizes METAMORPHOSIS over simply assigning personhood to birds."
c5b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animals are acting as scouts and reporters, exhibiting intentionality and agency typically associated with people."
c6,METAMORPHOSIS,medium,water,"The act of diving implies a transition *into* the water, potentially representing a transformation or origin story where beings emerge from or return to the aquatic realm."
c6a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif centers on an animal acting with intent and agency (diving to retrieve an object), effectively projecting personhood onto it."
c6b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The narrative centers on an animal acting with intent and agency to retrieve an object, effectively portraying it as a personified being."
c6c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird is acting with intent and agency (diving to retrieve an object), exhibiting personified behavior."
c6c1,PURE_NARRATIVE,high,water,"The story focuses on the action of diving and the outcome of success/failure, lacking any element of perceived figures in nature or personification of natural features."
c6d,METAMORPHOSIS,high,water,"The motif describes a substance *becoming* the earth, which is a transformation from one state to another, prioritizing METAMORPHOSIS over a simple perception of form."
c6e,ANTHROPOMORPHIC_ANIMAL,high,animal,"The narrative centers on a crustacean acting with agency to retrieve earth, demonstrating personified behavior."
c6f,METAMORPHOSIS,high,water,"The act of retrieving a drowned body implies a transformation – from living being to a state *within* the water, and the diving is the reversal of that transformation, focusing on the body's changed s"
c6g,ANTHROPOMORPHIC_ANIMAL,high,animal,"The boar actively *performs* an action (diving, bringing up earth) and is central to the creation of land, effectively acting as a personified agent."
c6h,METAMORPHOSIS,high,landform,"The insect's act of bringing the earth implies a transformation of something else *into* land, fitting the definition of metamorphosis where an entity causes the creation of a landform."
c6i,METAMORPHOSIS,high,landform,"The core of the myth is the transformation of the dirt from the animal's body *into* the earth itself, making it a clear case of metamorphosis rather than simply perceiving a figure in the land."
c7,METAMORPHOSIS,high,landform,"The dam, whether of earth or a creature, *is* the landform blocking the water, and its breaking explains the receding waters – a transformation from obstruction to openness."
c8,PURE_NARRATIVE,high,none,This describes a kinship and cosmogony plot with no element of perceived figures in nature or personification of natural features.
c8a,PURE_NARRATIVE,high,none,"The story focuses on a social arrangement (incestuous marriage under specific conditions) and the improbable events are simply conditions for the marriage, not perceived figures or personalities in na"
c8a1,PURE_NARRATIVE,high,none,"The story focuses on a social situation and a conditional agreement, lacking any perception of figures in nature or personification of natural elements."
c8b,METAMORPHOSIS,high,none,"The core of the myth is the transformation of appearance to enable incestuous marriage, making it a case of someone *becoming* unrecognizable, rather than simply resembling something else."
c8c,PURE_NARRATIVE,high,none,This describes a kinship relationship and social rule (incestuous marriage leading to repopulation) without any element of perceived figures in nature or personification of natural features.
c9a,METAMORPHOSIS,high,water,"The core of the myth is the transformation of people *into* toads as a direct result of interaction with water, making it a clear case of metamorphosis rather than simply perceiving a figure in nature"
d1,NATURE_SPIRIT_PERSONIFICATION,high,none,"The description explicitly personifies fire without detailing a visual or auditory trigger, focusing on the spirit's inherent personality and relationship."
d10,NATURE_SPIRIT_PERSONIFICATION,high,none,"The fire-sticks themselves are not described as *being* anything else, but rather as having inherent personified qualities without a specific pareidolic trigger."
d11,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif projects human-like warmth and the ability to 'hold' fire onto the body, effectively treating the armpit as an internal, animalistic heat source."
d12,CELESTIAL_PAREIDOLIA,high,sky,"The motif explicitly states food is cooked *in the sun*, representing a direct interaction and perceived agency of the sun as a cooking force."
d12a,NATURE_SPIRIT_PERSONIFICATION,medium,sky,"The sun is described as a source of heat used for cooking, implying a functional relationship beyond a mere celestial body, suggesting a personified force providing for people."
d13c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a 'Trickster' figure engaging in social manipulation, indicating personified animal behavior rather than a simple visual or auditory pareidolia."
d13d,PURE_NARRATIVE,high,none,"The story describes a game or challenge with no element of perceived figures in nature, personification of natural features, or transformation."
d13e,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal is not merely hunted, but actively revives and causes the hunters' demise, demonstrating personified agency and intent."
d13f,AUDITORY_PAREIDOLIA,high,sound,"The motif centers on sound (laughter) directly causing a physical phenomenon (fire), representing a perceived connection between the auditory experience and the natural world."
d13g,TERRESTRIAL_PAREIDOLIA,high,landform,"The monstrous mouth is visually perceived within the person's own features (teeth), functioning as a disturbing likeness within a natural form."
d13h,PURE_NARRATIVE,high,none,"The description details a social rule within the afterlife, lacking any element of perceived figures in nature or personification."
d13hh,PURE_NARRATIVE,high,none,"The description details a social rule for interacting with the dead, lacking any element of perceived figures in nature or personification."
d13i,ANTHROPOMORPHIC_ANIMAL,high,animal,"The trickster figure is defined by acting as a person, and the method of identification relies on observing a physical characteristic (broken tooth) as if assessing a person."
d13i1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The revealing of teeth is a distinctly animalistic trait being projected onto a person to signify their true, often monstrous, nature."
d1a,NATURE_SPIRIT_PERSONIFICATION,high,multiple,"The mother-in-law *is* Fire, representing a personification of a natural force without a specific pareidolic trigger or transformation story."
d1a1,NATURE_SPIRIT_PERSONIFICATION,high,none,"The fire has a 'mistress' who acts with intent, representing a personified natural force without a specific pareidolic trigger."
d1a2,NATURE_SPIRIT_PERSONIFICATION,high,none,"The fire acts with intent and personality, rewarding kindness and punishing insult, without a specific pareidolic trigger for its actions."
d1a3,NATURE_SPIRIT_PERSONIFICATION,high,none,"The woman *is* fire, representing a natural force with personality, but the story doesn't focus on a visual or auditory trigger for perceiving her as such; it's her inherent nature."
d1b,NATURE_SPIRIT_PERSONIFICATION,high,none,The description presents a natural force (fire) with a presiding spirit (elder man) without detailing a specific visual or auditory trigger for the personification.
d2,METAMORPHOSIS,high,none,"The birth narrative implies a transformation – the woman's offspring *is* the fire/sun, explaining its origin and nature, rather than simply resembling it."
d2a,METAMORPHOSIS,high,multiple,"The core of the myth is a transformation – a person becoming a celestial body (the Sun/fire), explaining its origin and the woman's fate as the cause."
d4a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The most common versions of this myth feature a trickster animal (Raven, Coyote, etc.) actively *acting* as a person to steal fire, demonstrating personified animal agency."
d4aa,ANTHROPOMORPHIC_ANIMAL,high,animal,"The moths are depicted as actively *trying* to steal, demonstrating intent and agency typically associated with people."
d4b,NATURE_SPIRIT_PERSONIFICATION,high,none,"The fire owner (a spirit or deity) is a personified natural force enacting retribution, without a specific pareidolic trigger described."
d4c,PURE_NARRATIVE,high,none,The description details a plot of acquisition without any element of perceived figures in nature or personification.
d4c1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The elk/caribou is actively deceiving the owner, acting with intent and agency beyond typical animal behavior, thus embodying personhood."
d4d,ANTHROPOMORPHIC_ANIMAL,high,animal,"Opossum is depicted as acting with human intent and agency, specifically stealing, which defines this motif."
d4e,ANTHROPOMORPHIC_ANIMAL,high,animal,The story centers on an animal (Coyote/Fox) acting with human-like intent and agency to bestow a benefit upon people.
d4e1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a dog acting with intent and agency to obtain a valuable resource (fire/daylight/sun), demonstrating personified behavior."
d4f,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal willingly allows itself to be caught and roasted, demonstrating agency and intentionality beyond typical animal behavior, effectively acting as a personified being."
d4g,ANTHROPOMORPHIC_ANIMAL,high,animal,"Hummingbird is depicted as an actor with agency, discovering and bringing fire – essentially functioning as a person in the narrative."
d4h,ANTHROPOMORPHIC_ANIMAL,high,animal,"Swallow acts as a culture hero, performing a human-like act of theft with intent, thus projecting personhood onto the animal."
d4i,ANTHROPOMORPHIC_ANIMAL,high,animal,Beaver is depicted as acting with human intent and agency – stealing – making it a clear case of personification projected onto an animal.
d4j,ANTHROPOMORPHIC_ANIMAL,high,animal,"The rabbit actively *obtains* fire, implying agency and person-like behavior beyond simple animal existence."
d4k,ANTHROPOMORPHIC_ANIMAL,high,animal,"The deer acts as an agent with intent, performing an action typically associated with people (stealing), thus projecting personhood onto the animal."
d4l,CELESTIAL_PAREIDOLIA,high,sky,"The motif explicitly involves perceiving fire as originating from a sky phenomenon, fitting the definition of visually perceiving something in the sky."
d4m,ANTHROPOMORPHIC_ANIMAL,high,none,"The 'owners of fire/light' are presented as beings *with* whom one feasts and dances, implying personhood and social interaction rather than simply being a natural force."
d4n,AUDITORY_PAREIDOLIA,medium,sound,"The weeping is perceived as a voice or plea emanating from an unspecified natural source, fitting the definition of hearing personality in natural phenomena."
d4o,ANTHROPOMORPHIC_ANIMAL,high,animal,"The 'fire stealer' is a trickster figure acting with human intent and agency, embodying a personified animal-like cunning to achieve a goal."
d4p,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird is depicted as actively stealing fire, demonstrating human-like intent and action."
d4q,ANTHROPOMORPHIC_ANIMAL,high,animal,"Fly is a trickster figure acting with human-like agency to achieve a goal, embodying personhood within an animal form."
d5,NATURE_SPIRIT_PERSONIFICATION,medium,none,"While fire is a natural force, the story attributes ownership to a female person, establishing a presiding personality without a specific pareidolic trigger."
d5a,METAMORPHOSIS,high,animal,"The story describes the origin of fire being *within* a woman's body, implying a transformation of her anatomy into the source of fire."
d6a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The crocodile possesses and controls a human attribute (fire/lightning), acting with agency beyond typical animal behavior."
d6b,METAMORPHOSIS,high,animal,"The core of the myth is a person *becoming* an animal, explaining the animal's existence as a result of transformation."
d7,ANTHROPOMORPHIC_ANIMAL,high,animal,"The toad/frog is acting with intent, possessing and manipulating fire, demonstrating personified behavior beyond simple animal action."
d8,ANTHROPOMORPHIC_ANIMAL,high,animal,"The predator animal is depicted as possessing something valuable (fire/summer) and acting with intent, effectively functioning as a personified being."
d9,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif centers on a bird acting with human-like intent (owning, stealing) and agency regarding a vital element, making it a clear case of projecting personhood onto an animal."
